71534, 23959
75337, 24050
24211, 52303
26985, 41591
24267, 73451
81724, 24278
78612, 24493
88593, 24622
24800, 68786
98298, 48429
68874, 25084
25109, 76191
25224, 37165
37165, 40377
25224, 37960
31851, 25478
90009, 25531
65226, 25566
73297, 52595
73297, 25629
41398, 51935
81504, 25731
82776, 25943
56539, 65510
34617, 26178
26322, 94156
26659, 48477
26969, 80042
64055, 26969
91146, 26969
91146, 64055
26984, 96998
27002, 27706
55218, 27043
101543, 55615
55615, 27055
73297, 27164
27299, 29965
37569, 27362
27362, 78646
51027, 86923
45686, 27390
85041, 27415
77627, 34702
34702, 74750
77627, 74750
27604, 82012
27625, 98459
28123, 85731
28176, 78758
28232, 63111
32306, 28327
28346, 65283
28448, 53641
44887, 94206
28534, 94206
45147, 52820
28560, 52820
28714, 102141
28774, 57663
31133, 29047
90659, 29068
29250, 47229
103121, 29474
66715, 29695
54145, 29732
56298, 29839
29865, 90659
95211, 90295
40312, 29959
87705, 30022
31355, 30022
31488, 30286
30395, 51236
85752, 30452
32368, 30611
42760, 44598
54244, 31127
31140, 58116
31142, 57847
74168, 55902
74168, 44147
44147, 31220
74168, 31220
77754, 31366
31384, 100293
31457, 31663
42661, 31551
31667, 95390
70208, 65179
31686, 65179
31818, 93460
93602, 31858
32688, 32018
65528, 96380
65528, 32159
32264, 52148
32286, 51415
32305, 94018
71563, 32305
71563, 58751
66220, 32305
32305, 58751
66220, 83473
48094, 32342
37295, 32503
32545, 84906
32545, 48908
86400, 32556
72989, 32589
32589, 89494
82031, 94373
82031, 32671
32688, 78268
48512, 32710
32710, 46797
33965, 32823
48475, 33965
33243, 82748
33259, 85860
33808, 62421
44280, 33931
33996, 83293
86810, 34061
90048, 34270
71304, 34309
38036, 34365
34392, 62730
34798, 39999
34827, 59549
34864, 78612
34898, 83079
85466, 83079
85466, 34898
35066, 100963
35251, 72603
35273, 66828
95243, 35438
81861, 35438
90930, 81861
90930, 35438
47595, 35463
77558, 38127
35601, 77558
70425, 70542
83193, 35829
50502, 35926
36123, 83199
36307, 40005
36382, 80271
36456, 37513
36488, 49001
102009, 36634
90328, 36691
39382, 36719
85298, 37038
37235, 102461
39473, 37358
62188, 37358
37363, 90296
87312, 37363
44468, 45951
103393, 45951
37739, 56670
37884, 95869
66065, 37898
68770, 38164
38417, 46265
59928, 38498
38585, 92247
57976, 38802
38866, 74750
74064, 38894
61192, 98727
60979, 39423
39570, 87666
90196, 39606
61658, 39906
95441, 39981
40032, 54147
40032, 67336
67336, 54147
64378, 44383
40683, 71965
80394, 40741
41259, 69627
72817, 41262
41363, 70844
41388, 71671
75984, 41717
41970, 77895
73281, 42428
42820, 56567
92766, 47282
92766, 43038
43048, 101039
57774, 79227
89763, 79227
89763, 57774
43131, 76767
52405, 43446
82184, 43663
86646, 52492
75716, 44132
44184, 101543
44385, 100814
56871, 100536
103121, 53845
44413, 66461
59532, 44468
97315, 44702
102697, 48524
75345, 45287
45332, 70543
45419, 81286
47910, 51850
61714, 88627
98608, 45961
82334, 46063
68158, 87948
56201, 98102
46176, 82182
68722, 54966
80506, 93765
102741, 47431
102648, 47673
52170, 47839
48626, 58659
53314, 102743
53314, 48670
48670, 102743
96403, 48709
86904, 53893
49120, 65480
49400, 82519
49505, 56515
49627, 93719
50126, 67375
50337, 101778
63259, 50356
50413, 93703
96042, 51380
62341, 51534
51811, 79559
55757, 52175
99117, 55757
52331, 79396
102945, 81962
81962, 52431
102945, 52431
97377, 52431
88730, 52595
52764, 58751
53369, 74199
53939, 81781
98720, 54147
80098, 62975
64307, 69150
54565, 74447
54565, 69150
74447, 69150
61139, 54620
83553, 54620
67218, 54661
54945, 79713
55080, 61825
55083, 86197
64773, 55083
91201, 77671
91201, 55083
61249, 55692
65161, 65404
57272, 86091
57845, 80814
100480, 57895
58728, 74842
84596, 58884
70707, 59158
93280, 59411
97621, 60254
91282, 60382
85944, 60482
61273, 60714
60930, 80405
61505, 85043
96075, 61924
66065, 62018
62018, 82444
66065, 82444
62376, 80155
96369, 62757
63874, 103542
63982, 65423
81861, 79013
68626, 64279
64320, 72387
99697, 64644
73409, 64749
64827, 71685
68331, 65525
72681, 65534
65560, 74356
66506, 77235
68158, 66599
91179, 66654
103009, 66754
66754, 99884
67218, 81442
96368, 68130
68236, 99085
68402, 86231
68737, 100674
68861, 75966
97824, 69307
99162, 69407
72587, 101455
69454, 101455
69464, 92568
70368, 74000
70454, 87767
70882, 76078
71268, 82677
88822, 84391
85905, 71758
71835, 96188
85840, 72292
72379, 76078
72693, 81967
72872, 97239
72898, 98613
72962, 76479
76072, 72962
93875, 73148
101325, 73421
74000, 102727
102441, 74895
80680, 75316
81370, 75484
86184, 75615
97913, 76055
96650, 77398
85110, 78206
83833, 79391
79626, 86198
86772, 80381
86042, 81116
81355, 87437
81705, 92294
81952, 89377
82588, 87102
98318, 83527
89069, 83925
85266, 89763
102495, 85687
86322, 88036
88836, 101149
93980, 100582
103625, 96930
101593, 101212
